alcatel,Pop S7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",141 x 72 x 9.4 mm (5.55 x 2.83 x 0.37 in),162 g (5.71 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Midnight Blue, Dark Chocolate, Dark Aubergine, White/ purple, green, red, orange, yellow back panels",HSDPA 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz,,"4 GB, 1 GB RAM","5 MP, AF",1080p@30fps,About 140 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 7045Y",,,,,,,,Yes,,,,,,,,,VGA,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 3000 mAh battery,,,,,,,,,Up to 24 h (2G) / Up to 18 h (3G),Up to 480 h (2G) / Up to 360 h (3G)
alcatel,Pop S3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",123 x 64.4 x 9.9 mm (4.84 x 2.54 x 0.39 in),130 g (4.59 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~57.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Midnight Blue, Dark  Chocolate, Dark Aubergine, White, Red,  Orange, Yellow, Green, Purple",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 4.3 (Jelly Bean),,Quad-core 1.2 GHz,,"4 GB, 1 GB RAM","5 MP, AF",1080p@30fps,About 120 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 5050Y",,,,,,,,Yes,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 2000 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 28(700) - 5050S",Up to 12 h,Up to 400 h
alcatel,Fire 7,No cellular connectivity,N/A,No,No,"2014, February","Available. Released 2014, Q2",-,285 g (10.05 oz),No,Capacitive touchscreen,"7.0 inches, 135.1 cm","540 x 960 pixels, 16:9 ratio (~157 ppi density)",,"microSD, up to 64 GB",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",TBD,TBD,No,microUSB 2.0,Accelerometer,,,,,,,MP3/AAC+/WAV player  MP4/H.264 player  Photo viewer  Predictive text input,Black,,No,Firefox OS 1.3,,Dual-core 1.2 GHz,,,VGA,Yes,About 80 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion battery,,,,,,,,,,
alcatel,Fire S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February",Cancelled,129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in),126 g (4.44 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,MP3/AAC+/WAV player  MP4/H.264 player  Photo viewer  Predictive text input,Black,HSDPA 850 / 900 / 2100 - 6038Y,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Firefox 2.0, upgradable to 2.1",,Quad-core 1.2 GHz,,"4 GB, 1 GB RAM","5 MP, AF",1080p@30fps,,"LED flash, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 6038X, 6038Y",,Oleophobic coating,,,,,,Yes (6038Y model),,,,,,,,,2 MP,,,,,,,,,,,Removable Li-Ion 2000 mAh battery,,,,,,,,,,
alcatel,Fire E,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q3",129 x 63.5 x 8.2 mm (5.08 x 2.5 x 0.32 in),103 g (3.63 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~68.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,MP3/AAC+/WAV player  MP4/H.264 player  Photo viewer  Predictive text input,"Slate, Dark Chocolate, Mozilla Orange",HSDPA 900 / 2100,HSPA 42.2/5.76 Mbps,Firefox OS 1.3,,Dual-core 1.2 GHz,,"4 GB, 512 MB RAM","5 MP, AF",720p@30fps,About 70 EUR,"LED flash, HDR",,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1700 mAh battery,,Up to 25 h,,,,,,,Up to 7 h (2G) / Up to 4 h (3G),Up to 450 h (2G) / Up to 400 h (3G)
alcatel,Fire C,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),100 g (3.53 oz),Micro-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,MP3/AAC+/WAV player  DivX/MP4/H.264 player  Photo viewer  Predictive text input,"Mozilla Orange, White/Bluish Black, White",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Firefox OS 1.3,,Dual-core 1.2 GHz,,"4 GB, 512 MB RAM",VGA,480p@30fps,About 30 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 1300 mAh battery,,,,,No,,,,Up to 6 h 40 min (2G) / Up to 2 h 40 min (3G),Up to 433 h (2G) / Up to 325 h (3G)
alcatel,Idol 2 S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, June",136.5 x 69.7 x 7.5 mm (5.37 x 2.74 x 0.30 in),126 g (4.44 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Slate, Chocolate, White",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 4.3 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.2 GHz,,"8 GB, 1 GB RAM","8 MP, AF",1080p@30fps,About 280 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 6050Y",,,,,,,720p,Yes,,,,,,,,,1.3 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 2150 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 19(800), 20(800) - 6050F",Up to 10 h 30 min (2G) / Up to 16 h 30 min (3G),Up to 520 h (2G) / Up to 520 h (3G)
alcatel,Idol 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, Q2",136 x 70 x 7.3 mm (5.35 x 2.76 x 0.29 in),128 g (4.52 oz),Single SIM or Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Slate, Chocolate, White, Hot pink",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.3 GHz,,"8 GB, 1 GB RAM (Single SIM)/ 16 GB, 1 GB RAM (Dual SIM)","8 MP, AF",Yes,About 200 EUR,"LED flash, panorama, HDR",,,,,,,,,,Yes,,,,,,,,,2 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 2000 mAh battery,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Up to 15 h (2G) / Up to 10 h (3G),Up to 550 h (2G) / Up to 600 h (3G)
alcatel,Idol 2 Mini S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February","Available. Released 2014, June",129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in),116 g (4.09 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~67.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Slate, Chocolate, White, Hot pink, Cloudy","HSDPA 850 / 900 / 1900 / 2100 - 6036A, 6036X","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 4.3 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.2 GHz,,"4 GB, 1 GB RAM (6036A, 6036X)/ 8 GB, 1 GB RAM (6036Y)","8 MP, AF",1080p@30fps,About 200 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 2(1900), 4(1700/2100), 7(2600), 17(700) - 6036A",,Oleophobic coating,,,,,,Yes (6036Y only),,,,,,,,,2 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 2000 mAh battery,,Up to 35 h,,,,,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 6036Y",Up to 9 h (2G) / Up to 13 h (3G),Up to 400 h (2G) / Up to 400 h (3G)
alcatel,Idol 2 Mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2014, February","Available. Released 2014, Q2",129 x 63.5 x 7.9 mm (5.08 x 2.5 x 0.31 in),110 g (3.88 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~68.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Cloudy, White, Hot Pink, Slate","HSDPA 900 / 2100 - 6016X, 6016D",HSPA 42.2/5.76 Mbps,"Android 4.3 (Jelly Bean), upgradable to 4.4 (KitKat)",,Quad-core 1.2 GHz,,"4 GB, 1 GB RAM (Single SIM)/ 8 GB, 1 GB RAM (Dual SIM)","8 MP, AF",720p@30fps,About 160 EUR,"LED flash, panorama, HDR",,,,"Asahi Dragontrail Glass, oleophobic coating",,,,,,,,,,,,,,,VGA,,,,,Active noise cancellation with dedicated mic,0.43 W/kg (head) �� �� 0.58 W/kg (body) �� ��,,,,,Non-removable Li-Ion 1700 mAh battery,,,,,,,,"HSDPA 850 / 1900 / 2100 - 6016A, 6016E",Up to 12 h (2G) / Up to 5 h (3G),Up to 450 h (2G) / Up to 400 h (3G)
alcatel,Pop Fit,GSM / HSPA,GSM 900 / 1800 - 4002X,Yes,Yes,"2014, February",Cancelled,97 x 56.2 x 12 mm (3.82 x 2.21 x 0.47 in),78 g (2.75 oz),Yes,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm (~44.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity (4002X)",,,,,,,,"Red, Hot Pink, Slate, Fresh Turquoise, Flash Yellow",HSDPA 900 / 2100 - 4002X,HSPA 21.1/5.76 Mbps,Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,"4 GB, 512 MB RAM",2 MP,480p@30fps,About 90 EUR,"Panorama, HDR, LED flash",,,,,,,,,,Yes (optional),,,,,,,,,,,,,,,,,,,,Removable Li-Ion 1000 mAh battery,,Up to 21 h,,,No,,,HSDPA 850 / 1900 - 4002A,Up to 4 h 40 min (2G) / Up to 5 h (3G),Up to 256 h (2G) / Up to 185 h (3G)
alcatel,2001,GSM,GSM 850 / 1900 - 2001A,Yes,No,"2013, November. Released 2013, November",Discontinued,112 x 61.5 x 12.8 mm (4.41 x 2.42 x 0.50 in),89 g (3.14 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 16 GB (dedicated slot)",200 entries,Yes,Yes,,Yes,No,"3.0, A2DP, EDR",No,"FM radio, RDS; built-in antenna",microUSB 2.0,V1,"SMS, MMS",,,,No,No,SOS emergency help  Voice dial  Organizer  Photo/video viewer  Weather forecast  Predictive text input,"White, Black",,,,,,,,2 MP,320p@30fps,About 60 EUR,,Flashlight,,,,,,,,,,,,,,,,,,,,,,,Active noise cancellation with dedicated mic,0.80 W/kg (head) �� �� 1.28 W/kg (body) �� ��,,,,,Removable Li-Ion 1000 mAh battery,,,,,No,,,GSM 900 / 1900 - 2001X,Up to 7 h,Up to 500 h
alcatel,2000,GSM,GSM 900 / 1800 - 2000X,Yes,No,"2013, November. Released 2013, November",Discontinued,112 x 61.5 x 12.8 mm (4.41 x 2.42 x 0.50 in),89 g (3.14 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 16 GB (dedicated slot)",200 entries,Yes,Yes,,Yes,No,"3.0, A2DP, EDR",No,"FM radio, RDS; built-in antenna",microUSB 2.0,V1,"SMS, MMS",,,,No,No,SOS emergency help  Voice dial  Organizer  Photo viewer  Weather forecast  Predictive text input,"White, Black",,,,,,,,,,,,Flashlight,,,,,,,,,,,,,,,,,,,,,,,Active noise cancellation with dedicated mic,0.72 W/kg (head) �� �� 0.84 W/kg (body) �� ��,,,,,Removable Li-Ion 1000 mAh battery,,,,,,No,,,Up to 7 h,Up to 500 h
alcatel,Idol X+,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),Yes,Yes,"2014, January. Released 2014, Q2",Discontinued,140.4 x 69.1 x 7.9 mm (5.53 x 2.72 x 0.31 in),125 g (4.41 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,microSD (Single SIM model only),,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Black, White",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"Android 4.2.1 (Jelly Bean), upgradable to 4.4.4 (KitKat)",Mediatek MT6592 (28 nm),Octa-core 2.0 GHz Cortex-A7,Mali-450MP4,"16 GB/ 32 GB (optional), 2 GB RAM","13.1 MP, AF",1080p@30fps,About 290 EUR,"LED flash, panorama",,,,Corning Gorilla Glass 2,,,,,1080p@30fps,,,,,Photo / Video,Voice 64dB / Noise 62dB / Ring 69dB,Noise -92.0dB / Crosstalk -82.1dB,Endurance rating 45h,"Contrast ratio: 895:1 (nominal), 3.527 (sunlight)",2 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 2500 mAh battery,,Up to 36 h,,,,,,,Up to 20 h (2G) / Up to 12 h (3G),Up to 320 h (2G) / Up to 240 h (3G)
alcatel,Pop C9,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2014, January. Released 2014, June",Discontinued,151 x 77.5 x 9.5 mm (5.94 x 3.05 x 0.37 in),189 g (6.67 oz),"Dual SIM, (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~200 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA (optional)","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Bluish Black, Cherry Red, Full White, Hot Pink, Fresh Turquoise",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),,Quad-core 1.3 GHz,,"4 GB, 1 GB RAM","8 MP, AF",1080p@30fps,About 140 EUR,LED flash,,,,Oleophobic coating,,,,,,,,ONE TOUCH 7047D,,,,,,,2 MP,,,,,,,,,,,Non-removable Li-Ion 2500 mAh battery,,Up to 24 h,,,,,,,Up to 8 h (2G) / Up to 4 h (3G),Up to 560 h (2G) / Up to 550 h (3G)
alcatel,Fierce,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2013, October",130.3 x 67 x 9 mm (5.13 x 2.64 x 0.35 in),130 g (4.59 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Slate, Silver",HSDPA 850 / 1700 / 1900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"4 GB, 1 GB RAM","5 MP, AF",720p@30fps,About 110 EUR,LED flash,,,,,,,,,,,,,,,,,,,VGA,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 1800 mAh battery,,,,,,,,,Up to 7 h (2G) / Up to 8 h (3G),Up to 450 h (2G) / Up to 450 h (3G)
alcatel,Evolve,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2013, October",121.5 x 64 x 11.8 mm (4.78 x 2.52 x 0.46 in),136.5 g (4.83 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,Black,HSDPA 850 / 1700 / 1900 / 2100,HSPA 7.2/5.76 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,"4 GB, 512 MB RAM",5 MP,720p@30fps,About 70 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 1400 mAh battery,,,,,,,,,Up to 13 h 30 min (2G) / Up to 13 h (3G),Up to 400 h (2G) / Up to 410 h (3G)
alcatel,Pop C7,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, September","Available. Released 2014, April",141 x 71.8 x 9.9 mm (5.55 x 2.83 x 0.39 in),162 g (5.71 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass (7041X, 7041D only)",,,,,,,,Black,"HSDPA 900 / 2100 - 7040D, 7041D, 7041X",HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),,Quad-core 1.3 GHz,,"4 GB, 512 MB RAM/ 1 GB RAM (7041X)","5 MP (7040D)  5 MP, AF (7041X/7041D)",720p@30fps,About 130 EUR,"LED flash (7040A, 7041X, 7041D, 7040F, 7040E)",,,,Oleophobic coating,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1900/2000 mAh battery,,Up to 24 h,,,,,,HSDPA 900 / 1900 - 7040F,Up to 13 h (2G) / Up to 9 h (3G),Up to 650 h (2G) / Up to 600 h (3G)
alcatel,Pop C5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, September","Available. Released 2013, December",131.5 x 67.9 x 11.5 mm (5.18 x 2.67 x 0.45 in),157 g (5.54 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~62.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,White,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),,Dual-core 1.3 GHz,,"4 GB, 512 MB RAM",5 MP,480p@30fps,About 100 EUR,LED flash,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1800 mAh battery,,,,,,,,HSDPA 850 / 1900 / 2100,Up to 7 h 30 min (2G) / Up to 4 h (3G),Up to 400 h (2G) / Up to 392 h (3G)
alcatel,Pop C3,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - 4033A, 4033E",Yes,Yes,"2013, September","Available. Released 2014, March",122 x 64.4 x 12 mm (4.80 x 2.54 x 0.47 in),110 g (3.88 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Bluish Black, Pure White, Hot Pink","HSDPA 900 / 2100 - 4033D, 4033X",HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"4 GB, 512 MB RAM","5 MP, 4033A, 4033E, or 3.15 MP, 4033X, 4033D",480p@30fps,About 80 EUR,,,,,,,,,,,,,,,,,,,,"VGA, 4033A, 4033E only",,,,,Active noise cancellation with dedicated mic,0.77 W/kg (head) �� �� 0.99 W/kg (body) �� ��,,,,,Removable Li-Ion 1300 mAh battery,,Up to 28 h,,,,,,"HSDPA 850 / 1900 / 2100 - 4033A, 4033E",Up to 13 h 30 min (2G) / Up to 9 h 30 min (3G),Up to 510 h (2G) / Up to 410 h (3G)
alcatel,Pop C1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, September","Available. Released 2014, March",112.5 x 62 x 12 mm (4.43 x 2.44 x 0.47 in),100 g (3.53 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,Accelerometer,,,,,,,,"Green, Pink",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),,Dual-core 1.0 GHz,,"4 GB, 512 MB RAM",2 MP,Yes,About 70 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 1300 mAh battery,,Up to 28 h,,,No,,,HSDPA 850 / 1900 / 2100,Up to 6 h 48 min (2G) / Up to 2 h 48 min (3G),Up to 433 h (2G) / Up to 325 h (3G)
