alcatel,Idol Alpha,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2014, June",138 x 66.6 x 7.5 mm (5.43 x 2.62 x 0.30 in),117.4 g (4.16 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~66.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,No,,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Slate, Soft Gold/Matte, Soft Gold/Brushed, Pink Gold/Brushed",HSDPA 900 / 2100,HSPA 42.2/11.5 Mbps,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"16 GB, 1 GB RAM","13 MP, AF",1080p@30fps,About 360 EUR,"LED flash, panorama, HDR",,,,"Asahi Dragontrail Glass, oleophobic coating",,,,,720p@30fps,,,,,,,,,,1.3 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 2000 mAh battery,,Up to 24 h,,,,,,HSDPA 850 / 1900 / 2100 - 6032A,Up to 20 h (2G) / Up to 10 h (3G),Up to 720 h (2G) / Up to 360 h (3G)
alcatel,Hero,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, September","Available. Released 2014, January",158.5 x 80.6 x 8.5 mm (6.24 x 3.17 x 0.33 in),177.6 g (6.24 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~77.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro (optional), proximity",,,,,,,,"Black, White",HSDPA 900 / 2100,HSPA 42.2/11.5 Mbps,Android 4.2.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,"8 GB (single SIM)/ 16 GB (dual SIM), 2 GB RAM","13 MP, AF","1080p@30fps, stereo sound rec.",About 370 EUR,"LED flash, panorama",Stylus,,,Oleophobic coating,,,,,720p,,,,,Photo / Video,,Noise -77.7dB / Crosstalk -75.6dB,Endurance rating 55h,"Contrast ratio: 975:1 (nominal), 2.272 (sunlight)",2 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3400 mAh battery,,,,,,,,,Up to 20 h (2G) / Up to 18 h (3G),Up to 600 h (2G) / Up to 400 h (3G)
alcatel,Idol S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, August","Available. Released 2013, December",133.5 x 66.8 x 7.4 mm (5.26 x 2.63 x 0.29 in),110 g (3.88 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~68.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Slate, Fresh Rose, Cherry Red",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",Android 4.2 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531u,"4 GB, 1 GB RAM","8 MP, AF",1080p@30fps,About 160 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 6034R",,"Asahi Dragontrail Glass, oleophobic coating",,,,,,,,,,,,,,,1.3 MP,,,,,,0.48 W/kg (head) �� �� 1.00 W/kg (body) �� ��,,,,,Non-removable Li-Ion 2000 mAh battery,,,,,,,,"LTE band 1(2100), 7(2600), 8(900) - 6034M",Up to 6 h (2G) / Up to 8 h 30 min (3G),Up to 700 h (2G) / Up to 400 h (3G)
alcatel,Idol Mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,Yes,Yes,"2013, August","Available. Released 2013, December",127.1 x 62 x 7.9 mm (5.00 x 2.44 x 0.31 in),96 g (3.39 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm (~64.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~228 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Cranberry Pink, Silver, Slate",HSDPA 850 / 1900 / 2100 - 6012A/6012E,HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"4 GB, 512 MB RAM (Singlel SIM)/ 8 GB, 512 MB RAM (Dual SIM)","5 MP, AF",720p@30fps,About 130 EUR,"LED flash, panorama",,,,Oleophobic coating,,,,,,,,,,,,,,,Yes,,,,,,0.94 W/kg (head) �� �� 1.29 W/kg (body) �� ��,,,,,Non-removable Li-Ion 1700 mAh battery,,,,,,,,HSDPA 850 / 1700 / 1900 / 2100 - 6012W,Up to 20 h (2G) / Up to 9 h (3G),Up to 540 h (2G) / Up to 450 h (3G)
alcatel,One Touch T10,No cellular connectivity,N/A,No,No,"2013, Q2","Available. Released 2013, Q2",192 x 117.6 x 11.3 mm (7.56 x 4.63 x 0.44 in),340 g (11.99 oz),No,TFT capacitive touchscreen,"7.0 inches, 139.5 cm (~61.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,Wi-Fi 802.11 b/g/n,No,No,No,microUSB 2.0,Accelerometer,,,,,,,,Black/Silver,,,Android 4.0.3 (Ice Cream Sandwich),Rochip RK2918,1.0 GHz Cortex-A8,Vivante GC800,"4 GB (2.1 GB user available), 1 GB RAM",VGA,Yes,About 130 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,0.07 W/kg (head) �� ��,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,No,,,,,
alcatel,One Touch Snap LTE,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, February. Released 2013, July",Discontinued,134 x 69.6 x 10.9 mm (5.28 x 2.74 x 0.43 in),-,Micro-SIM,"Capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm (~63.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~211 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Bluish Black, Cloudy, Metallic Red, White",HSDPA 900 / 2100,"HSPA, LTE Cat3 100/50 Mbps",Android 4.1 (Jelly Bean),,Dual-core 1.2 GHz,,"4 GB (2.4 GB user available), 1 GB RAM","8 MP, AF",720p,,LED flash,,"LTE band 1(2100), 2(1900), 4(1700/2100), 5(850), 17(700) - 7030Y",,"Scratch-resistant glass, oleophobic coating",,,,,720p,,,,,,,,,,2 MP,,,,,,,,,,,Removable Li-Ion 2200 mAh battery,,,,,,,,"LTE band 7(2600), 20(800) - 7030R",Up to 9 h (2G) / Up to 5 h (3G),Up to 360 h
alcatel,One Touch Pixi,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, August","Available. Released 2013, August",115 x 62.3 x 12.2 mm (4.53 x 2.45 x 0.48 in),118 g (4.16 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT touchscreen, 256K colors","3.5 inches, 36.5 cm (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,"FM radio, RDS",microUSB 2.0,Accelerometer,,,,,,,,"White, Night Sky",HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,Android 2.3 (Gingerbread),,1.0 GHz,,"512 MB, 256 MB RAM",2 MP,480p,About 50 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,1.16 W/kg (head) �� �� 1.11 W/kg (body) �� ��,,,,,Removable Li-Ion 1300 mAh battery,,,,,No,,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - 4007D, 4007E",Up to 13 h (2G) / Up to 7 h (3G),Up to 500 h (2G) / Up to 300 h (3G)
alcatel,One Touch Snap,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, February. Released 2013, June",Discontinued,130.3 x 67 x 9 mm (5.13 x 2.64 x 0.35 in),-,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Silver, Cloudy, White",HSDPA 900 / 2100,HSPA 42.2/11.5 Mbps (Single SIM model),Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"4 GB (2.4 GB user available), 1 GB RAM","8 MP, AF",720p,,LED flash,,,,"Scratch-resistant glass, oleophobic coating",,,,,720p,,,,,,,,,,1.3 MP,,,,,,,,,,,Removable Li-Ion 1800 mAh battery,,,,,,,,GSM 850 / 900 / 1800 / 1900,Up to 11 h (2G) / Up to 7 h (3G),Up to 440 h (2G) / Up to 340 h (3G)
alcatel,Idol X,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - 6040, 6040A",Yes,Yes,"2013, February","Available. Released 2013, July",140.4 x 67.5 x 6.9 mm (5.53 x 2.66 x 0.27 in),130 g (4.59 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Blue, Black, Red, Yellow",HSDPA 900 / 2100 - OT-6040/6040D,HSPA 42.2/11.5 Mbps,Android 4.2.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,"8/16 GB, 2 GB RAM","13.1 MP, AF",1080p@30fps,About 370 EUR,LED flash,,,,Scratch-resistant glass,,,,,,,,,,,,,,,2.1 MP,,,,,,0.26 W/kg (head) �� �� 0.58 W/kg (body) �� ��,,,,,Non-removable Li-Ion 2000 mAh battery,,Up to 36 h,,,,,,HSDPA 850 / 1900 / 2100 - OT-6040A/6040E,Up to 11 h (2G) / Up to 7 h (3G),Up to 440 h (2G) / Up to 340 h (3G)
alcatel,One Touch Fire,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, February","Available. Released 2013, July",115 x 62.3 x 12.2 mm (4.53 x 2.45 x 0.48 in),108 g (3.81 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot), 2 GB included",,,Yes,,Yes,Wi-Fi 802.11 b/g/n,3.0,"Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,MP3/AAC+/OGG player  MP4/H.264 player  Photo viewer  Predictive text input,"Mozilla Orange, Apple Green, Pure White",HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,Firefox OS 1.0,Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"160 MB, 512 MB ROM, 256 MB RAM",3.15 MP,480p@30fps,About 120 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,1.45 W/kg (head) �� �� 1.30 W/kg (body) �� ��,,,,,Removable Li-Ion 1400 mAh battery,,,,,No,,,HSDPA 850 / 1900 / 2100,Up to 6 h 40 min (2G) / Up to 3 h (3G),Up to 280 h (2G) / Up to 220 h (3G)
alcatel,One Touch Star,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - 6010,Yes,Yes,"2013, February","Available. Released 2013, March",117.9 x 60.8 x 9.7 mm (4.64 x 2.39 x 0.38 in),119.5 (4.20 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~63.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","4.0, A2DP",Yes,"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Black, White, Pink",HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,"4 GB (2.4 GB user available), 512 MB RAM","5 MP, AF",720p@30fps,About 220 EUR,LED flash,,,,"Corning Gorilla Glass, Oleophobic coating",,,,,,,,,,,,,,,VGA,,,,,,0.84 W/kg (head) �� �� 1.24 W/kg (body) �� ��,,,,,Removable Li-Ion 1500 mAh battery,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - 6010D,Up to 4 h 30 min (2G) / Up to 3 h 30 min (3G),Up to 300 h (2G) / Up to 280 h (3G)
alcatel,One Touch Scribe Easy,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, February. Released 2013, May",Discontinued,143 x 78.4 x 9.8 mm (5.63 x 3.09 x 0.39 in),163 g (5.75 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 71.2 cm (~63.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Flash Red, Flash Yellow, Black and Flash Blue",HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,Android 4.1.2 (Jelly Bean),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.2 GHz Cortex-A5,Adreno 203,"4 GB (2.4 GB user available), 512 MB RAM","5 MP, AF",720p@24fps,About 170 EUR,LED flash,Stylus,,,Scratch-resistant glass,,,,,,,,,,,,,,,VGA,,,,,,1.39 W/kg (head) �� �� 1.13 W/kg (body) �� ��,,,,,Removable Li-Ion 2500 mAh battery,,,,,,,,HSDPA 850 / 1900 / 2100,Up to 9 h (2G) / Up to 8 h (3G),Up to 600 h (2G) / Up to 594 h (3G)
alcatel,One Touch Idol Ultra,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, January","Available. Released 2013, April",134.4 x 68.5 x 6.5 mm (5.29 x 2.70 x 0.26 in),115 g (4.06 oz),Micro-SIM,"AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm (~64.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",,No,,,Yes,,"No, included adaptor for 3.5mm","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Black, Red, Yellow, Green, Turquoise",HSDPA 900 / 2100,HSPA 7.2/0.384 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531T,"16 GB, 1 GB RAM","8 MP, AF",1080p@30fps,About 270 EUR,LED flash,,,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,1.3 MP,,,,,,0.76 W/kg (head) �� �� 1.37 W/kg (body) �� ��,,,,,Non-removable Li-Ion 1800 mAh battery,,,,,,,,HSDPA 850 / 1900 / 2100,Up to 12 h (2G) / Up to 7 h (3G),Up to 400 h (2G) / Up to 400 h (3G)
alcatel,One Touch Idol,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2013, January","Available. Released 2013, May",133 x 67.5 x 7.9 mm (5.24 x 2.66 x 0.31 in),109 g (3.84 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.66 inches, 59.9 cm (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~236 ppi density)",,"microSD, up to 32 GB (dedicated slot) - single-SIM model",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Silver, Slate, Pink, Red, Yellow",HSDPA 900 / 2100,HSPA 7.2/0.384 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,"4 GB / 13.3 GB (dual SIM version), 1 GB RAM","8 MP, AF",Yes,About 230 EUR,LED flash,,,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,2 MP,,,,,,,,,,,Non-removable Li-Ion 1800 mAh battery,,,,,,,,HSDPA 850 / 1900,Up to 7 h 10 min (2G) / Up to 3 h 30 min (3G),Up to 415 h (2G) / Up to 410 h (3G)
alcatel,One Touch T'Pop,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, January","Available. Released 2013, February",115 x 62.3 x 12.2 mm (4.53 x 2.45 x 0.48 in),118 g (4.16 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Bluish Black, Pure White, Flash Red, Hot Pink, Turquoise, Apple Green, Tangerine",HSDPA 900 / 2100,HSPA 7.2/0.384 Mbps,Android 2.3 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,"512 MB, 256 MB RAM","2 MP, EU, or 3.2 MP, Americas",Yes,About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,0.65 W/kg (head) �� �� 0.82 W/kg (body) �� ��,,,,,Removable Li-Ion 1400 mAh battery,,,,,No,,,HSDPA 850 / 1900 / 2100,Up to 14 h (2G) / Up to 7 h (3G),
alcatel,One Touch S'Pop,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, January","Available. Released 2013, February",115 x 61.2 x 12.2 mm (4.53 x 2.41 x 0.48 in),122 g (4.30 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~51.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,V1,HSDPA 900 / 2100,HSPA 7.2/0.384 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,"4 GB (2 GB user available), 512 MB RAM",3.15 MP,Yes,About 100 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1400 mAh battery,,,,,,,,HSDPA 850 / 1900 / 2100,Up to 5 h (2G) / Up to 6 h (3G),Up to 254 h (2G) / Up to 350 h (3G)
alcatel,One Touch M'Pop,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, January","Available. Released 2013, May",121.5 x 64 x 11.8 mm (4.78 x 2.52 x 0.46 in),136.5 g (4.80 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Black, Aubergine, Cherry Red, Ocean Blue, Slate, Hot Pink, Tangerine, Turquoise, Apple Green, Pure White",HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,"4 GB, 512 MB RAM/ 1 GB RAM (only OT-5020W model)","5 MP, AF (OT-5020W only)",720p@30fps,About 140 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,1.04 W/kg (head) �� �� 1.31 W/kg (body) �� ��,,,,,Removable Li-Ion 1400 mAh battery,,,,,,,,HSDPA 850 / 1700 / 1900 / 2100,Up to 13 h 30 min (2G) / Up to 13 h (3G),Up to 400 h (2G) / Up to 410 h (3G)
alcatel,One Touch X'Pop,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, January","Available. Released 2013, May",131 x 68 x 10.9 mm/ 11.3mm (NFC),139 g (4.90 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~62.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Black, Aubergine, Cherry Red, Ocean Blue, Slate, Hot Pink, Tangerine, Turquoise, Apple Green, Pure White",HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,"4 GB (1 GB user available), 512 MB RAM","5 MP, AF",720p@30fps,About 150 EUR,LED flash,,,,"Asahi Dragontrail Glass, oleophobic coating",,,,,,Yes (OT-5035Y model only),,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1800 mAh battery,,,,,,,,HSDPA 850 / 1900 / 2100,Up to 16 h (2G) / Up to 8 h 30 min (3G),Up to 700 h (2G) / Up to 400 h (3G)
alcatel,One Touch Scribe HD-LTE,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, January","Available. Released 2013, October",144 x 75 x 8.7 mm (5.67 x 2.95 x 0.34 in),135 g (4.76 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~63.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,Reddish Black,HSDPA 900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps",Android 4.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"4 GB, 1 GB RAM","8 MP, AF",Yes,About 350 EUR,LED flash,,LTE,,Scratch-resistant glass,,,,,,,,,,,,,,,1.3 MP,,,,,,,,,,,Removable Li-Ion 2500 mAh battery,,,,,,,,HSDPA 850 / 1700 / 2100,Up to 11 h,Up to 500 h
alcatel,One Touch Scribe X,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2013, January","Available. Released 2013, March",144 x 75 x 8.5 mm (5.67 x 2.95 x 0.33 in),-,Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~63.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"White Devil, Black Devil, Twilight Blue, Carpet, Anodized Bluish Black, Anodized Cranberry Pink, White Carbon, Black Carbon",HSDPA 900 / 2100,HSPA 42.2/5.76 Mbps,Android 4.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"4 GB, 1 GB RAM","12 MP, AF",1080p@30fps,About 620 EUR,LED flash,,,,,,,,,,,,,,,,,,,1 MP,,,,,,,,,,,Removable Li-Ion 2500 mAh battery,,,,,,,,HSDPA 850 / 1700 / 2100,Up to 9 h (2G) / Up to 5 h (3G),Up to 500 h (2G) / Up to 250 h (3G)
